"Time","Id","Iq"
0,0.10353885591030121,0.87633699178695679
0.0099999997764825821,0.27858179807662964,0.9316248893737793
0.019999999552965164,0.14977782964706421,0.86867415904998779
0.029999999329447746,-0.036326497793197632,0.67622137069702148
0.039999999105930328,0.055719368159770966,0.8502202033996582
0.049999997019767761,0.18750923871994019,0.94955366849899292
0.059999998658895493,0.42191585898399353,0.90903568267822266
0.070000000298023224,0.030751924961805344,0.76228654384613037
0.079999998211860657,0.11206191033124924,0.7502216100692749
0.08999999612569809,0.25683730840682983,0.94397348165512085
0.099999994039535522,0.30249404907226563,0.90587723255157471
0.10999999940395355,0.15035264194011688,0.80660843849182129
0.11999999731779099,-0.087933927774429321,0.57288014888763428
0.12999999523162842,0.11963625997304916,0.73467367887496948
0.14000000059604645,0.19189952313899994,0.9237934947013855
0.14999999105930328,0.11867441982030869,0.80227172374725342
0.15999999642372131,-0.12425176799297333,0.63736265897750854
0.17000000178813934,0.075763814151287079,0.93824803829193115
0.17999999225139618,0.35958099365234375,0.98584973812103271
0.18999999761581421,0.30098986625671387,0.85428589582443237
0.19999998807907104,0.051847860217094421,0.62504869699478149
0.20999999344348907,0.13935571908950806,0.80059736967086792
0.2199999988079071,0.27165704965591431,0.99807965755462646
0.22999998927116394,0.40876182913780212,0.98690164089202881
0.23999999463558197,0.20695385336875916,0.72173333168029785
0.25,0.133149653673172,0.64353132247924805
0.25999999046325684,0.23859396576881409,0.85626113414764404
0.26999998092651367,0.21490630507469177,0.94109195470809937
0.2800000011920929,0.14781998097896576,0.75236296653747559
0.28999999165534973,0.053306888788938522,0.62218785285949707
0.29999998211860657,0.13642051815986633,0.8899303674697876
0.31000000238418579,0.21717473864555359,0.97918695211410522
0.31999999284744263,0.20976686477661133,0.8961750864982605
